line_no,line,sentiment,label,score
28308,"After this performance, he smiled sweetly and left the room on tiptoe.",1,POSITIVE,0.99832976
28309,All this had been very painful to listen to.,0,NEGATIVE,0.9994765
28310,One fact stood out certain,1,POSITIVE,0.9950883
28311,"and clear, and that was that poor Aglaya must be in a state of great",1,POSITIVE,0.9860694
28312,distress and indecision and mental torment,0,NEGATIVE,0.9704169
28313,"(“from jealousy,” the prince",0,NEGATIVE,0.9930297
28314,whispered to himself).,0,NEGATIVE,0.9945743
28315,"Undoubtedly in this inexperienced, but hot and",1,POSITIVE,0.99813205
28316,"proud little head, there were all sorts of plans forming, wild and",1,POSITIVE,0.9976486
28317,"impossible plans, maybe; and the idea of this so frightened the prince",0,NEGATIVE,0.9981265
28318,that he could not make up his mind what to do.,0,NEGATIVE,0.9975131
28319,"Something must be done,",0,NEGATIVE,0.9861063
28320,that was clear.,1,POSITIVE,0.9983105
28321,He looked at the address on the letter once more.,0,NEGATIVE,0.98387533
28322,"Oh, he was not in the",0,NEGATIVE,0.99945736
28323,least degree alarmed about Aglaya writing such a letter; he could trust,1,POSITIVE,0.9982091
28324,her.,0,NEGATIVE,0.96569645
28325,What he did not like about it was that he could not trust Gania.,0,NEGATIVE,0.99886227
28326,"However, he made up his mind that he would himself take the note and",1,POSITIVE,0.9916978
28327,deliver it.,1,POSITIVE,0.9949558
28328,"Indeed, he went so far as to leave the house and walk up",1,POSITIVE,0.9920345
28329,"the road, but changed his mind when he had nearly reached Ptitsin’s",0,NEGATIVE,0.9926191
28330,door.,0,NEGATIVE,0.9821569
28331,"However, he there luckily met Colia, and commissioned him to",1,POSITIVE,0.9979925
28332,deliver the letter to his brother as if direct from Aglaya.,1,POSITIVE,0.9963584
28333,Colia asked,1,POSITIVE,0.9895866
28334,"no questions but simply delivered it, and Gania consequently had no",0,NEGATIVE,0.99892205
28335,suspicion that it had passed through so many hands.,0,NEGATIVE,0.9924672
28336,"Arrived home again, the prince sent for Vera Lebedeff and told her as",1,POSITIVE,0.99392915
28337,"much as was necessary, in order to relieve her mind, for she had been",1,POSITIVE,0.9953365
28338,in a dreadful state of anxiety since she had missed the letter.,0,NEGATIVE,0.99947596
28339,She,1,POSITIVE,0.9825951
28340,heard with horror that her father had taken it.,0,NEGATIVE,0.99134517
28341,Muishkin learned from,1,POSITIVE,0.9951598
28342,her that she had on several occasions performed secret missions both,1,POSITIVE,0.9912536
28343,"for Aglaya and for Rogojin, without, however, having had the slightest",0,NEGATIVE,0.99695015
28344,idea that in so doing she might injure the prince in any way.,0,NEGATIVE,0.9940373
28345,"The latter, with one thing and another, was now so disturbed and",0,NEGATIVE,0.9983896
28346,"confused, that when, a couple of hours or so later, a message came from",0,NEGATIVE,0.99945873
28347,"Colia that the general was ill, he could hardly take the news in.",0,NEGATIVE,0.9990232
28348,"However, when he did master the fact, it acted upon him as a tonic by",1,POSITIVE,0.9978151
28349,completely distracting his attention.,0,NEGATIVE,0.99938464
28350,He went at once to Nina,1,POSITIVE,0.9976712
28351,"Alexandrovna’s, whither the general had been carried, and stayed there",1,POSITIVE,0.99426633
28352,until the evening.,1,POSITIVE,0.99009323
28353,"He could do no good, but there are people whom to",0,NEGATIVE,0.9985107
28354,have near one is a blessing at such times.,1,POSITIVE,0.9986222
28355,Colia was in an almost,0,NEGATIVE,0.9531139
28356,"hysterical state; he cried continuously, but was running about all day,",0,NEGATIVE,0.9942117
28357,"all the same; fetching doctors, of whom he collected three; going to",1,POSITIVE,0.99378556
28358,"the chemist’s, and so on.",0,NEGATIVE,0.9943167
28359,"The general was brought round to some extent, but the doctors declared",0,NEGATIVE,0.99551713
28360,that he could not be said to be out of danger.,0,NEGATIVE,0.9969319
28361,Varia and Nina,1,POSITIVE,0.9959266
28362,Alexandrovna never left the sick man’s bedside; Gania was excited and,1,POSITIVE,0.9982727
28363,"distressed, but would not go upstairs, and seemed afraid to look at the",0,NEGATIVE,0.99942887
28364,patient.,1,POSITIVE,0.9939898
28365,"He wrung his hands when the prince spoke to him, and said that",0,NEGATIVE,0.9994715
28366,“such a misfortune at such a moment” was terrible.,0,NEGATIVE,0.99934393
28367,The prince thought he knew what Gania meant by “such a moment.”,0,NEGATIVE,0.98687977
28368,Hippolyte was not in the house.,0,NEGATIVE,0.9984277
28369,Lebedeff turned up late in the,0,NEGATIVE,0.9987483
28370,afternoon; he had been asleep ever since his interview with the prince,0,NEGATIVE,0.9989422
28371,in the morning.,1,POSITIVE,0.99809504
28372,"He was quite sober now, and cried with real sincerity",1,POSITIVE,0.9985784
28373,over the sick general—mourning for him as though he were his own,1,POSITIVE,0.9954803
28374,brother.,1,POSITIVE,0.99218667
28375,"He blamed himself aloud, but did not explain why.",0,NEGATIVE,0.99948555
28376,He repeated,0,NEGATIVE,0.9993614
28377,over and over again to Nina Alexandrovna that he alone was to blame—no,0,NEGATIVE,0.999435
28378,"one else—but that he had acted out of “pure amiable curiosity,” and",0,NEGATIVE,0.9828769
28379,"that “the deceased,” as he insisted upon calling the still living",0,NEGATIVE,0.99816453
28380,"general, had been the greatest of geniuses.",1,POSITIVE,0.9956298
28381,"He laid much stress on the genius of the sufferer, as if this idea must",0,NEGATIVE,0.9969891
28382,be one of immense solace in the present crisis.,1,POSITIVE,0.9985773
28383,"Nina Alexandrovna—seeing his sincerity of feeling—said at last, and",1,POSITIVE,0.99807173
28384,"without the faintest suspicion of reproach in her voice: “Come,",1,POSITIVE,0.997984
28385,come—don’t cry!,1,POSITIVE,0.98546094
28386,God will forgive you!,1,POSITIVE,0.9912128
28387,”,0,NEGATIVE,0.977441
28388,"Lebedeff was so impressed by these words, and the tone in which they",1,POSITIVE,0.99868435
28389,"were spoken, that he could not leave Nina Alexandrovna all the",0,NEGATIVE,0.99075234
28390,"evening—in fact, for several days.",0,NEGATIVE,0.9927802
28391,"Till the general’s death, indeed, he",1,POSITIVE,0.99090254
28392,spent almost all his time at his side.,1,POSITIVE,0.99842495
28393,Twice during the day a messenger came to Nina Alexandrovna from the,0,NEGATIVE,0.9925081
28394,Epanchins to inquire after the invalid.,0,NEGATIVE,0.9975202
28395,When—late in the evening—the prince made his appearance in Lizabetha,1,POSITIVE,0.99300444
28396,"Prokofievna’s drawing-room, he found it full of guests.",1,POSITIVE,0.99765867
28397,Mrs. Epanchin,1,POSITIVE,0.9807717
28398,questioned him very fully about the general as soon as he appeared; and,1,POSITIVE,0.9984693
28399,"when old Princess Bielokonski wished to know “who this general was, and",0,NEGATIVE,0.99110633
28400,"who was Nina Alexandrovna,” she proceeded to explain in a manner which",1,POSITIVE,0.9985739
28401,pleased the prince very much.,1,POSITIVE,0.9986736
28402,"He himself, when relating the circumstances of the general’s illness to",1,POSITIVE,0.99246407
28403,"Lizabetha Prokofievna, “spoke beautifully,” as Aglaya’s sisters",1,POSITIVE,0.9983084
28404,"declared afterwards—“modestly, quietly, without gestures or too many",1,POSITIVE,0.99830633
28405,"words, and with great dignity.",1,POSITIVE,0.9987664
28406,” He had entered the room with propriety,1,POSITIVE,0.9975046
28407,"and grace, and he was perfectly dressed; he not only did not “fall down",1,POSITIVE,0.9988518
28408,"on the slippery floor,” as he had expressed it, but evidently made a",0,NEGATIVE,0.98786765
28409,very favourable impression upon the assembled guests.,1,POSITIVE,0.9984665
28410,"As for his own impression on entering the room and taking his seat, he",1,POSITIVE,0.99571544
28411,instantly remarked that the company was not in the least such as,0,NEGATIVE,0.9991456
28412,"Aglaya’s words had led him to fear, and as he had dreamed of—in",0,NEGATIVE,0.98318434
28413,nightmare form—all night.,0,NEGATIVE,0.99346954
28414,This was the first time in his life that he had seen a little corner of,1,POSITIVE,0.9881764
28415,what was generally known by the terrible name of “society.”,0,NEGATIVE,0.9991557
28416,He had long,0,NEGATIVE,0.9822716
28417,"thirsted, for reasons of his own, to penetrate the mysteries of the",1,POSITIVE,0.9977865
28418,"magic circle, and, therefore, this assemblage was of the greatest",1,POSITIVE,0.9978043
28419,possible interest to him.,1,POSITIVE,0.9702168
28420,His first impression was one of fascination.,1,POSITIVE,0.99634635
28421,Somehow or other he felt,1,POSITIVE,0.99478644
28422,that all these people must have been born on purpose to be together!,1,POSITIVE,0.98899764
28423,It,1,POSITIVE,0.9953014
28424,seemed to him that the Epanchins were not having a party at all; that,0,NEGATIVE,0.99941784
28425,"these people must have been here always, and that he himself was one of",0,NEGATIVE,0.98935926
28426,"them—returned among them after a long absence, but one of them,",1,POSITIVE,0.99153537
28427,naturally and indisputably.,1,POSITIVE,0.9971388
28428,It never struck him that all this refined simplicity and nobility and,0,NEGATIVE,0.9841512
28429,wit and personal dignity might possibly be no more than an exquisite,1,POSITIVE,0.9973582
28430,artistic polish.,1,POSITIVE,0.99797225
28431,The majority of the guests—who were somewhat,1,POSITIVE,0.99476886
28432,"empty-headed, after all, in spite of their aristocratic bearing—never",0,NEGATIVE,0.99948716
28433,"guessed, in their self-satisfied composure, that much of their",0,NEGATIVE,0.9929826
28434,"superiority was mere veneer, which indeed they had adopted",0,NEGATIVE,0.9982959
28435,unconsciously and by inheritance.,0,NEGATIVE,0.9830551
28436,The prince would never so much as suspect such a thing in the delight,1,POSITIVE,0.98431426
28437,of his first impression.,1,POSITIVE,0.9879464
28438,"He saw, for instance, that one important dignitary, old enough to be",1,POSITIVE,0.9921555
28439,"his grandfather, broke off his own conversation in order to listen to",1,POSITIVE,0.9916642
28440,"_him_—a young and inexperienced man; and not only listened, but seemed",1,POSITIVE,0.99834394
28441,"to attach value to his opinion, and was kind and amiable, and yet they",1,POSITIVE,0.9979468
28442,were strangers and had never seen each other before.,0,NEGATIVE,0.99624443
28443,Perhaps what most,1,POSITIVE,0.99522024
28444,appealed to the prince’s impressionability was the refinement of the,1,POSITIVE,0.99837637
28445,old man’s courtesy towards him.,1,POSITIVE,0.99311554
28446,Perhaps the soil of his susceptible,1,POSITIVE,0.9909584
28447,nature was really predisposed to receive a pleasant impression.,1,POSITIVE,0.9978672
28448,Meanwhile all these people—though friends of the family and of each,0,NEGATIVE,0.98814917
28449,other to a certain extent—were very far from being such intimate,0,NEGATIVE,0.9989425
28450,friends of the family and of each other as the prince concluded.,1,POSITIVE,0.99866784
28451,There,0,NEGATIVE,0.9276717
28452,were some present who never would think of considering the Epanchins,0,NEGATIVE,0.99038893
28453,their equals.,1,POSITIVE,0.9956441
28454,There were even some who hated one another cordially.,0,NEGATIVE,0.9932156
28455,For,1,POSITIVE,0.9911647
28456,"instance, old Princess Bielokonski had all her life despised the wife",0,NEGATIVE,0.9930222
28457,"of the “dignitary,” while the latter was very far from loving Lizabetha",0,NEGATIVE,0.99794495
28458,Prokofievna.,1,POSITIVE,0.98841274
28459,The dignitary himself had been General Epanchin’s,1,POSITIVE,0.989776
28460,protector from his youth up; and the general considered him so majestic,1,POSITIVE,0.9976842
28461,a personage that he would have felt a hearty contempt for himself if he,0,NEGATIVE,0.9971867
28462,had even for one moment allowed himself to pose as the great man’s,0,NEGATIVE,0.99395955
28463,"equal, or to think of him—in his fear and reverence—as anything less",1,POSITIVE,0.9981444
28464,than an Olympic God!,1,POSITIVE,0.9950293
28465,There were others present who had not met for,0,NEGATIVE,0.99146754
28466,"years, and who had no feeling whatever for each other, unless it were",0,NEGATIVE,0.9984056
28467,dislike; and yet they met tonight as though they had seen each other,1,POSITIVE,0.9974555
28468,but yesterday in some friendly and intimate assembly of kindred,1,POSITIVE,0.9987935
28469,spirits.,1,POSITIVE,0.9956064
28470,"It was not a large party, however.",1,POSITIVE,0.99532485
28471,Besides Princess Bielokonski and the,1,POSITIVE,0.9913875
28472,old dignitary,1,POSITIVE,0.994707
28473,(who was really a great man),1,POSITIVE,0.9954714
28474,"and his wife, there was an",1,POSITIVE,0.99221414
28475,"old military general—a count or baron with a German name, a man reputed",0,NEGATIVE,0.9845893
28476,to possess great knowledge and administrative ability.,1,POSITIVE,0.99831086
28477,He was one of,1,POSITIVE,0.998042
28478,"those Olympian administrators who know everything except Russia,",0,NEGATIVE,0.9950813
28479,"pronounce a word of extraordinary wisdom, admired by all, about once in",0,NEGATIVE,0.99521345
28480,"five years, and, after being an eternity in the service, generally die",0,NEGATIVE,0.9930142
28481,"full of honour and riches, though they have never done anything great,",1,POSITIVE,0.9874232
28482,and have even been hostile to all greatness.,0,NEGATIVE,0.99892884
28483,This general was Ivan,1,POSITIVE,0.9847656
28484,Fedorovitch’s immediate superior in the service; and it pleased the,1,POSITIVE,0.9986791
28485,latter to look upon him also as a patron.,0,NEGATIVE,0.98856246
28486,"On the other hand, the great",1,POSITIVE,0.9932229
28487,man did not at all consider himself Epanchin’s patron.,0,NEGATIVE,0.99821407
28488,He was always,1,POSITIVE,0.9983398
28489,"very cool to him, while taking advantage of his ready services, and",1,POSITIVE,0.99880785
28490,would instantly have put another in his place if there had been the,0,NEGATIVE,0.99729186
28491,slightest reason for the change.,0,NEGATIVE,0.99466085
28492,"Another guest was an elderly, important-looking gentleman, a distant",0,NEGATIVE,0.9521166
28493,relative of Lizabetha Prokofievna’s.,1,POSITIVE,0.97445333
28494,"This gentleman was rich, held a",1,POSITIVE,0.9883898
28495,"good position, was a great talker, and had the reputation of being “one",1,POSITIVE,0.9980915
28496,"of the dissatisfied,” though not belonging to the dangerous sections of",0,NEGATIVE,0.9926373
28497,that class.,1,POSITIVE,0.99425375
28498,"He had the manners, to some extent, of the English",1,POSITIVE,0.99515736
28499,"aristocracy, and some of their tastes",0,NEGATIVE,0.94324243
28500,(especially in the matter of,1,POSITIVE,0.9911042
28501,"under-done roast beef, harness, men-servants, etc.",0,NEGATIVE,0.99948937
28502,).,0,NEGATIVE,0.7813108
28503,He was a great,1,POSITIVE,0.99841803
28504,"friend of the dignitary’s, and Lizabetha Prokofievna, for some reason",0,NEGATIVE,0.98963296
28505,"or other, had got hold of the idea that this worthy intended at no",0,NEGATIVE,0.99639803
28506,distant date to offer the advantages of his hand and heart to,1,POSITIVE,0.9948721
28507,Alexandra.,1,POSITIVE,0.9937184
28508,"Besides the elevated and more solid individuals enumerated, there were",1,POSITIVE,0.99797624
28509,present a few younger though not less elegant guests.,1,POSITIVE,0.9980569
28510,Besides Prince S.,1,POSITIVE,0.99333423
28511,"and Evgenie Pavlovitch, we must name the eminent and fascinating Prince",1,POSITIVE,0.9970389
28512,N.,0,NEGATIVE,0.91233724
28513,—once the vanquisher of female hearts all over Europe.,1,POSITIVE,0.97602665
28514,This gentleman,1,POSITIVE,0.99532896
28515,"was no longer in the first bloom of youth—he was forty-five, but still",1,POSITIVE,0.98199874
28516,very handsome.,1,POSITIVE,0.99864125
28517,"He was well off, and lived, as a rule, abroad, and was",1,POSITIVE,0.99696344
28518,noted as a good teller of stories.,1,POSITIVE,0.9960445
28519,Then came a few guests belonging to,0,NEGATIVE,0.9795769
28520,"a lower stratum of society—people who, like the Epanchins themselves,",0,NEGATIVE,0.9897044
28521,moved only occasionally in this exalted sphere.,0,NEGATIVE,0.98420364
28522,The Epanchins liked to,1,POSITIVE,0.99772084
28523,draft among their more elevated guests a few picked representatives of,1,POSITIVE,0.99539745
28524,"this lower stratum, and Lizabetha Prokofievna received much praise for",1,POSITIVE,0.997825
28525,"this practice, which proved, her friends said, that she was a woman of",1,POSITIVE,0.9971663
28526,tact.,0,NEGATIVE,0.51947236
28527,The Epanchins prided themselves upon the good opinion people held,1,POSITIVE,0.99740857
28528,of them.,1,POSITIVE,0.99702257
28529,One of the representatives of the middle-class present today was a,1,POSITIVE,0.9936491
28530,"colonel of engineers, a very serious man and a great friend of Prince",1,POSITIVE,0.9987475
28531,"S., who had introduced him to the Epanchins.",1,POSITIVE,0.9943602
28532,He was extremely silent in,0,NEGATIVE,0.99947065
28533,"society, and displayed on the forefinger of his right hand a large",0,NEGATIVE,0.99354744
28534,"ring, probably bestowed upon him for services of some sort.",1,POSITIVE,0.9902136
28535,There was,0,NEGATIVE,0.88517666
28536,"also a poet, German by name, but a Russian poet; very presentable, and",1,POSITIVE,0.99859095
28537,even handsome—the sort of man one could bring into society with,1,POSITIVE,0.9981013
28538,impunity.,0,NEGATIVE,0.9962997
28539,This gentleman belonged to a German family of decidedly,1,POSITIVE,0.985557
28540,"bourgeois origin, but he had a knack of acquiring the patronage of",1,POSITIVE,0.99678355
28541,"“big-wigs,” and of retaining their favour.",1,POSITIVE,0.99708176
28542,He had translated some great,1,POSITIVE,0.9980226
28543,"German poem into Russian verse, and claimed to have been a friend of a",0,NEGATIVE,0.99693084
28544,"famous Russian poet, since dead.",1,POSITIVE,0.990007
28545,(It is strange how great a multitude,1,POSITIVE,0.99034053
28546,of literary people there are who have had the advantages of friendship,1,POSITIVE,0.9970739
28547,"with some great man of their own profession who is, unfortunately,",0,NEGATIVE,0.99490607
28548,dead.,0,NEGATIVE,0.99713826
28549,),1,POSITIVE,0.6946645
28550,The dignitary’s wife had introduced this worthy to the,1,POSITIVE,0.99732894
28551,Epanchins.,1,POSITIVE,0.9591806
28552,"This lady posed as the patroness of literary people, and she",0,NEGATIVE,0.9985964
28553,"certainly had succeeded in obtaining pensions for a few of them, thanks",1,POSITIVE,0.9868222
28554,to her influence with those in authority on such matters.,1,POSITIVE,0.997822
28555,She was a,1,POSITIVE,0.9926224
28556,lady of weight in her own way.,1,POSITIVE,0.99490535
28557,"Her age was about forty-five, so that",0,NEGATIVE,0.9940444
28558,she was a very young wife for such an elderly husband as the dignitary.,0,NEGATIVE,0.9885169
28559,"She had been a beauty in her day and still loved, as many ladies of",1,POSITIVE,0.9969861
28560,"forty-five do love, to dress a little too smartly.",1,POSITIVE,0.98038626
28561,Her intellect was,1,POSITIVE,0.9944409
28562,"nothing to boast of, and her literary knowledge very doubtful.",0,NEGATIVE,0.99948883
28563,Literary,1,POSITIVE,0.9893107
28564,"patronage was, however, with her as much a mania as was the love of",1,POSITIVE,0.9962753
28565,gorgeous clothes.,1,POSITIVE,0.99823785
28566,Many books and translations were dedicated to her by,1,POSITIVE,0.9983742
28567,"her proteges, and a few of these talented individuals had published",1,POSITIVE,0.9964229
28568,"some of their own letters to her, upon very weighty subjects.",1,POSITIVE,0.99800164
28569,"This, then, was the society that the prince accepted at once as true",1,POSITIVE,0.9948048
28570,"coin, as pure gold without alloy.",1,POSITIVE,0.99282604
28571,"It so happened, however, that on this particular evening all these good",1,POSITIVE,0.99844337
28572,people were in excellent humour and highly pleased with themselves.,1,POSITIVE,0.99881196
28573,Every one of them felt that they were doing the Epanchins the greatest,1,POSITIVE,0.99859864
28574,possible honour by their presence.,1,POSITIVE,0.997948
28575,But alas! the prince never suspected,0,NEGATIVE,0.7328544
28576,any such subtleties!,0,NEGATIVE,0.99000865
28577,"For instance, he had no suspicion of the fact that",0,NEGATIVE,0.99435776
28578,"the Epanchins, having in their mind so important a step as the marriage",1,POSITIVE,0.9946234
28579,"of their daughter, would never think of presuming to take it without",1,POSITIVE,0.993964
28580,having previously “shown off” the proposed husband to the dignitary—the,0,NEGATIVE,0.99262804
28581,recognized patron of the family.,1,POSITIVE,0.9986517
28582,"The latter, too, though he would",0,NEGATIVE,0.98298126
28583,probably have received news of a great disaster to the Epanchin family,0,NEGATIVE,0.99613756
28584,"with perfect composure, would nevertheless have considered it a",1,POSITIVE,0.9971496
28585,personal offence if they had dared to marry their daughter without his,0,NEGATIVE,0.9913194
28586,"advice, or we might almost say, his leave.",1,POSITIVE,0.9660086
28587,The amiable and undoubtedly witty Prince N. could not but feel that he,1,POSITIVE,0.99852693
28588,"was as a sun, risen for one night only to shine upon the Epanchin",1,POSITIVE,0.98887515
28589,drawing-room.,0,NEGATIVE,0.5745281
28590,"He accounted them immeasurably his inferiors, and it was",0,NEGATIVE,0.99840206
28591,this feeling which caused his special amiability and delightful ease,1,POSITIVE,0.99876845
28592,and grace towards them.,1,POSITIVE,0.99857795
28593,He knew very well that he must tell some story,1,POSITIVE,0.9914259
28594,"this evening for the edification of the company, and led up to it with",1,POSITIVE,0.99803144
28595,the inspiration of anticipatory triumph.,1,POSITIVE,0.998723
28596,"The prince, when he heard the story afterwards, felt that he had never",0,NEGATIVE,0.9976643
28597,"yet come across so wonderful a humorist, or such remarkable brilliancy",1,POSITIVE,0.9985133
28598,"as was shown by this man; and yet if he had only known it, this story",0,NEGATIVE,0.98967475
28599,"was the oldest, stalest, and most worn-out yarn, and every drawing-room",0,NEGATIVE,0.99834234
28600,in town was sick to death of it.,0,NEGATIVE,0.9993534
28601,It was only in the innocent Epanchin,1,POSITIVE,0.9837538
28602,household that it passed for a new and brilliant tale—as a sudden and,0,NEGATIVE,0.9871543
28603,striking reminiscence of a splendid and talented man.,1,POSITIVE,0.99872106
28604,"Even the German poet, though as amiable as possible, felt that he was",0,NEGATIVE,0.9416037
28605,doing the house the greatest of honours by his presence in it.,1,POSITIVE,0.99865305
28606,But the prince only looked at the bright side; he did not turn the coat,0,NEGATIVE,0.99946743
28607,and see the shabby lining.,0,NEGATIVE,0.9994833
28608,Aglaya had not foreseen that particular calamity.,0,NEGATIVE,0.99695843
28609,She herself looked,0,NEGATIVE,0.9954876
28610,wonderfully beautiful this evening.,1,POSITIVE,0.99872404
28611,All three sisters were dressed very,1,POSITIVE,0.9977108
28612,"tastefully, and their hair was done with special care.",1,POSITIVE,0.9987269
28613,"Aglaya sat next to Evgenie Pavlovitch, and laughed and talked to him",1,POSITIVE,0.99879664
28614,with an unusual display of friendliness.,1,POSITIVE,0.99849045
28615,Evgenie himself behaved rather,0,NEGATIVE,0.9971976
28616,"more sedately than usual, probably out of respect to the dignitary.",1,POSITIVE,0.99335635
28617,Evgenie had been known in society for a long while.,1,POSITIVE,0.99545467
28618,He had appeared at,1,POSITIVE,0.9909245
28619,"the Epanchins’ today with crape on his hat, and Princess Bielokonski",1,POSITIVE,0.99300987
28620,had commended this action on his part.,1,POSITIVE,0.9980569
28621,Not every society man would have,0,NEGATIVE,0.8992474
28622,worn crape for “such an uncle.”,0,NEGATIVE,0.99565727
28623,Lizabetha Prokofievna had liked it,1,POSITIVE,0.9981512
28624,"also, but was too preoccupied to take much notice.",0,NEGATIVE,0.99809873
28625,The prince remarked,1,POSITIVE,0.98925036
28626,"that Aglaya looked attentively at him two or three times, and seemed to",1,POSITIVE,0.9983306
28627,be satisfied with his behaviour.,1,POSITIVE,0.9986399
28628,Little by little he became very happy indeed.,1,POSITIVE,0.9987845
28629,All his late anxieties,0,NEGATIVE,0.9930319
28630,and apprehensions,0,NEGATIVE,0.9838602
28631,(after his conversation with Lebedeff),1,POSITIVE,0.9934268
28632,now appeared,1,POSITIVE,0.9791949
28633,"like so many bad dreams—impossible, and even laughable.",0,NEGATIVE,0.9994963
28634,"He did not speak much, only answering such questions as were put to",0,NEGATIVE,0.9994091
28635,"him, and gradually settled down into unbroken silence, listening to",1,POSITIVE,0.99887115
28636,"what went on, and steeped in perfect satisfaction and contentment.",1,POSITIVE,0.9988717
28637,"Little by little a sort of inspiration, however, began to stir within",0,NEGATIVE,0.9834912
28638,"him, ready to spring into life at the right moment.",1,POSITIVE,0.9988456
28639,When he did begin,0,NEGATIVE,0.9957637
28640,"to speak, it was accidentally, in response to a question, and",0,NEGATIVE,0.9981002
28641,apparently without any special object.,1,POSITIVE,0.9528073
28642,VII.,1,POSITIVE,0.96537536
28643,"While he feasted his eyes upon Aglaya, as she talked merrily with",1,POSITIVE,0.99806005
28644,"Evgenie and Prince N., suddenly the old anglomaniac, who was talking to",0,NEGATIVE,0.9854517
28645,"the dignitary in another corner of the room, apparently telling him a",0,NEGATIVE,0.998802
28646,story about something or other—suddenly this gentleman pronounced the,0,NEGATIVE,0.99742067
28647,name of “Nicolai Andreevitch Pavlicheff” aloud.,0,NEGATIVE,0.9930915
28648,The prince quickly,1,POSITIVE,0.9976673
28649,"turned towards him, and listened.",1,POSITIVE,0.9983752
28650,"The conversation had been on the subject of land, and the present",1,POSITIVE,0.9926658
28651,"disorders, and there must have been something amusing said, for the old",0,NEGATIVE,0.99492687
28652,man had begun to laugh at his companion’s heated expressions.,0,NEGATIVE,0.98664963
28653,"The latter was describing in eloquent words how, in consequence of",1,POSITIVE,0.9980408
28654,"recent legislation, he was obliged to sell a beautiful estate in the N.",0,NEGATIVE,0.994247
28655,"province, not because he wanted ready money—in fact, he was obliged to",1,POSITIVE,0.96637726
28656,sell it at half its value.,0,NEGATIVE,0.9993798
28657,“To avoid another lawsuit about the,0,NEGATIVE,0.97808313
28658,"Pavlicheff estate, I ran away,” he said.",0,NEGATIVE,0.9959554
28659,“With a few more inheritances,0,NEGATIVE,0.97741085
28660,of that kind I should soon be ruined!,0,NEGATIVE,0.9990396
28661,”,0,NEGATIVE,0.977441
28662,"At this point General Epanchin, noticing how interested Muishkin had",1,POSITIVE,0.99688786
28663,"become in the conversation, said to him, in a low tone:",0,NEGATIVE,0.9959678
28664,"“That gentleman—Ivan Petrovitch—is a relation of your late friend, Mr.",1,POSITIVE,0.97853243
28665,Pavlicheff.,0,NEGATIVE,0.96830493
28666,"You wanted to find some of his relations, did you not?",0,NEGATIVE,0.9973504
28667,”,0,NEGATIVE,0.977441
28668,"The general, who had been talking to his chief up to this moment, had",1,POSITIVE,0.96793276
28669,"observed the prince’s solitude and silence, and was anxious to draw him",1,POSITIVE,0.99681956
28670,"into the conversation, and so introduce him again to the notice of some",1,POSITIVE,0.99839073
28671,of the important personages.,1,POSITIVE,0.9943143
28672,"“Lef Nicolaievitch was a ward of Nicolai Andreevitch Pavlicheff, after",0,NEGATIVE,0.9924434
28673,"the death of his own parents,” he remarked, meeting Ivan Petrovitch’s",1,POSITIVE,0.9923032
28674,eye.,1,POSITIVE,0.9743373
28675,"“Very happy to meet him, I’m sure,” remarked the latter.",1,POSITIVE,0.9986163
28676,“I remember,1,POSITIVE,0.99335307
28677,Lef Nicolaievitch well.,1,POSITIVE,0.9979034
28678,"When General Epanchin introduced us just now, I",1,POSITIVE,0.9933715
28679,"recognized you at once, prince.",1,POSITIVE,0.9976749
28680,"You are very little changed, though I",0,NEGATIVE,0.9975015
28681,saw you last as a child of some ten or eleven years old.,1,POSITIVE,0.98688793
28682,There was,0,NEGATIVE,0.88517666
28683,"something in your features, I suppose, that—”",0,NEGATIVE,0.99285704
28684,"“You saw me as a child!” exclaimed the prince, with surprise.",1,POSITIVE,0.9948899
28685,"“Oh! yes, long ago,” continued Ivan Petrovitch, “while you were living",1,POSITIVE,0.9727972
28686,with my cousin at Zlatoverhoff.,1,POSITIVE,0.9980375
28687,You don’t remember me?,0,NEGATIVE,0.9993001
28688,"No, I dare say",0,NEGATIVE,0.9926173
28689,"you don’t; you had some malady at the time, I remember.",0,NEGATIVE,0.9973919
28690,It was so,1,POSITIVE,0.994911
28691,serious that I was surprised—”,0,NEGATIVE,0.7080317
28692,“No; I remember nothing!” said the prince.,0,NEGATIVE,0.9994854
28693,A few more words of,0,NEGATIVE,0.9954489
28694,"explanation followed, words which were spoken without the smallest",1,POSITIVE,0.99316245
28695,"excitement by his companion, but which evoked the greatest agitation in",1,POSITIVE,0.9980599
28696,the prince; and it was discovered that two old ladies to whose care the,0,NEGATIVE,0.9873717
28697,"prince had been left by Pavlicheff, and who lived at Zlatoverhoff, were",1,POSITIVE,0.98728067
28698,also relations of Ivan Petrovitch.,1,POSITIVE,0.9909964
28699,The latter had no idea and could give no information as to why,0,NEGATIVE,0.999499
28700,"Pavlicheff had taken so great an interest in the little prince, his",1,POSITIVE,0.99074626
28701,ward.,1,POSITIVE,0.9951357
28702,"“In point of fact I don’t think I thought much about it,” said the old",0,NEGATIVE,0.9976274
28703,fellow.,1,POSITIVE,0.9970812
28704,"He seemed to have a wonderfully good memory, however, for he",1,POSITIVE,0.99769896
28705,"told the prince all about the two old ladies, Pavlicheff’s cousins, who",1,POSITIVE,0.994585
28706,"had taken care of him, and whom, he declared, he had taken to task for",1,POSITIVE,0.99460644
