,line_no,line,sentiment
27626,27626,"unfortunately made that remark, which had confused the child and made",-0.5719
27627,27627,"her blush, she never would have said what she did; and that he was sure",0.3182
27628,27628,Aglaya knew well that anything she might have heard of the prince and,0.2732
27629,27629,"Nastasia Philipovna was merely the fabrication of malicious tongues,",0.0
27630,27630,and that the woman was going to marry Rogojin.,0.0
27631,27631,He insisted that the,0.0
27632,27632,"prince had nothing whatever to do with Nastasia Philipovna, so far as",0.0
27633,27633,"any liaison was concerned; and, if the truth were to be told about it,",0.3182
27634,27634,"he added, never had had.",0.0
27635,27635,"Meanwhile nothing put the prince out, and he continued to be in the",0.0
27636,27636,seventh heaven of bliss.,0.7906
27637,27637,Of course he could not fail to observe some,0.431
27638,27638,impatience and ill-temper in Aglaya now and then; but he believed in,-0.2263
27639,27639,"something else, and nothing could now shake his conviction.",0.1326
27640,27640,"Besides,",0.0
27641,27641,Aglaya’s frowns never lasted long; they disappeared of themselves.,-0.2263
27642,27642,Perhaps he was too easy in his mind.,0.4404
27643,27643,"So thought Hippolyte, at all",0.0
27644,27644,"events, who met him in the park one day.",0.0
27645,27645,"“Didn’t I tell you the truth now, when I said you were in love?” he",0.3182
27646,27646,"said, coming up to Muishkin of his own accord, and stopping him.",-0.1531
27647,27647,The prince gave him his hand and congratulated him upon “looking so,0.4939
27648,27648,well.,0.2732
27649,27649,”,0.0
27650,27650,"Hippolyte himself seemed to be hopeful about his state of health, as is",0.5106
27651,27651,often the case with consumptives.,0.0
27652,27652,He had approached the prince with the intention of talking,0.0
27653,27653,"sarcastically about his happy expression of face, but very soon forgot",0.2023
27654,27654,his intention and began to talk about himself.,0.0
27655,27655,He began complaining,-0.2023
27656,27656,"about everything, disconnectedly and endlessly, as was his wont.",0.0
27657,27657,"“You wouldn’t believe,” he concluded, “how irritating they all are",-0.4588
27658,27658,there.,0.0
27659,27659,"They are such wretchedly small, vain, egotistical, _commonplace_",-0.5719
27660,27660,people!,0.0
27661,27661,"Would you believe it, they invited me there under the express",0.0
27662,27662,"condition that I should die quickly, and they are all as wild as",-0.5994
27663,27663,"possible with me for not having died yet, and for being, on the",0.4449
27664,27664,"contrary, a good deal better!",0.7263
27665,27665,Isn’t it a comedy?,0.3612
27666,27666,I don’t mind betting,0.0
27667,27667,that you don’t believe me!,0.0
27668,27668,”,0.0
27669,27669,The prince said nothing.,0.0
27670,27670,"“I sometimes think of coming over to you again,” said Hippolyte,",0.0
27671,27671,carelessly.,-0.25
27672,27672,“So you _don’t_ think them capable of inviting a man on the,0.5994
27673,27673,condition that he is to look sharp and die?,-0.5994
27674,27674,”,0.0
27675,27675,“I certainly thought they invited you with quite other views.”,0.34
27676,27676,"“Ho, ho! you are not nearly so simple as they try to make you out!",0.0
27677,27677,This,0.0
27678,27678,"is not the time for it, or I would tell you a thing or two about that",0.0
27679,27679,"beauty, Gania, and his hopes.",0.765
27680,27680,"You are being undermined, pitilessly",-0.6808
27681,27681,"undermined, and—and it is really melancholy to see you so calm about",-0.4023
27682,27682,it.,0.0
27683,27683,But alas! it’s your nature—you can’t help it!,0.3578
27684,27684,”,0.0
27685,27685,“My word! what a thing to be melancholy about!,-0.5399
27686,27686,"Why, do you think I",0.0
27687,27687,should be any happier if I were to feel disturbed about the excavations,0.2023
27688,27688,you tell me of?,0.0
27689,27689,”,0.0
27690,27690,"“It is better to be unhappy and know the worst, than to be happy in a",-0.0772
27691,27691,fool’s paradise!,0.6696
27692,27692,I suppose you don’t believe that you have a rival in,0.0
27693,27693,that quarter?,0.0
27694,27694,”,0.0
27695,27695,"“Your insinuations as to rivalry are rather cynical, Hippolyte.",-0.3818
27696,27696,I’m,0.0
27697,27697,sorry to say I have no right to answer you!,-0.4199
27698,27698,"As for Gania, I put it to",0.0
27699,27699,"you, _can_ any man have a happy mind after passing through what he has",0.5719
27700,27700,had to suffer?,-0.5423
27701,27701,I think that is the best way to look at it.,0.6369
27702,27702,He will,0.0
27703,27703,"change yet, he has lots of time before him, and life is rich;",0.5574
27704,27704,besides—besides...” the prince hesitated.,-0.3182
27705,27705,"“As to being undermined, I",-0.3612
27706,27706,"don’t know what in the world you are driving at, Hippolyte.",0.0
27707,27707,I think we,0.0
27708,27708,had better drop the subject!,0.2714
27709,27709,”,0.0
27710,27710,"“Very well, we’ll drop it for a while.",0.0
27711,27711,You can’t look at anything but,0.0
27712,27712,"in your exalted, generous way.",0.5106
27713,27713,You must put out your finger and touch a,0.0
27714,27714,"thing before you’ll believe it, eh?",0.0
27715,27715,Ha! ha! ha!,0.0
27716,27716,I suppose you despise,-0.34
27717,27717,"me dreadfully, prince, eh?",-0.5719
27718,27718,What do you think?,0.0
27719,27719,”,0.0
27720,27720,“Why? Because you have suffered more than we have?”,-0.5514
27721,27721,"“No; because I am unworthy of my sufferings, if you like!”",-0.5093
27722,27722,"“Whoever _can_ suffer is worthy to suffer, I should think.",-0.6249
27723,27723,Aglaya,0.0
27724,27724,"Ivanovna wished to see you, after she had read your confession, but—”",0.0
27725,27725,"“She postponed the pleasure—I see—I quite understand!” said Hippolyte,",-0.2714
27726,27726,"hurriedly, as though he wished to banish the subject.",-0.4404
27727,27727,“I hear—they tell,0.0
27728,27728,me—that you read her all that nonsense aloud?,-0.4019
27729,27729,Stupid bosh it,-0.5267
27730,27730,was—written in delirium.,0.0
27731,27731,And I can’t understand how anyone can be so—I,0.0
27732,27732,"won’t say _cruel_, because the word would be humiliating to myself, but",-0.4588
27733,27733,"we’ll say childishly vain and revengeful, as to _reproach_ me with this",-0.7351
27734,27734,"confession, and use it as a weapon against me.",-0.296
27735,27735,"Don’t be afraid, I’m not",0.0
27736,27736,referring to yourself.,0.0
27737,27737,”,0.0
27738,27738,"“Oh, but I’m sorry you repudiate the confession, Hippolyte—it is",-0.1154
27739,27739,"sincere; and, do you know, even the absurd parts of it—and these are",0.4019
27740,27740,many”,0.0
27741,27741,(here Hippolyte frowned savagely),-0.4939
27742,27742,"“are, as it were, redeemed by",0.3182
27743,27743,suffering—for it must have cost you something to admit what you there,0.2023
27744,27744,"say—great torture, perhaps, for all I know.",-0.5994
27745,27745,Your motive must have been,0.0
27746,27746,a very noble one all through.,0.5095
27747,27747,Whatever may have appeared to the,0.0
27748,27748,"contrary, I give you my word, I see this more plainly every day.",0.0
27749,27749,I do,0.0
27750,27750,"not judge you; I merely say this to have it off my mind, and I am only",0.0
27751,27751,sorry that I did not say it all _then_—”,-0.0772
27752,27752,Hippolyte flushed hotly.,0.0
27753,27753,He had thought at first that the prince was,0.0
27754,27754,“humbugging” him; but on looking at his face he saw that he was,0.0
27755,27755,"absolutely serious, and had no thought of any deception.",-0.6901
27756,27756,Hippolyte,0.0
27757,27757,beamed with gratification.,0.3818
27758,27758,"“And yet I must die,” he said, and almost added: “a man like me!",0.4199
27759,27759,“And imagine how that Gania annoys me!,-0.4753
27760,27760,He has developed the idea—or,0.0
27761,27761,pretends to believe—that in all probability three or four others who,-0.1027
27762,27762,heard my confession will die before I do.,-0.5994
27763,27763,There’s an idea for you—and,0.0
27764,27764,all this by way of _consoling_ me!,0.0
27765,27765,Ha! ha! ha!,0.0
27766,27766,In the first place they,0.0
27767,27767,"haven’t died yet; and in the second, if they _did_ die—all of them—what",-0.5574
27768,27768,would be the satisfaction to me in that?,0.4404
27769,27769,He judges me by himself.,0.0
27770,27770,But,0.0
27771,27771,"he goes further, he actually pitches into me because, as he declares,",0.0
27772,27772,"‘any decent fellow’ would die quietly, and that ‘all this’ is mere",-0.5994
27773,27773,egotism on my part.,-0.34
27774,27774,He doesn’t see what refinement of egotism it is on,-0.34
27775,27775,"his own part—and at the same time, what ox-like coarseness!",0.0
27776,27776,Have you,0.0
27777,27777,"ever read of the death of one Stepan Gleboff, in the eighteenth",-0.5994
27778,27778,century?,0.0
27779,27779,I read of it yesterday by chance.,0.25
27780,27780,”,0.0
27781,27781,“Who was he?”,0.0
27782,27782,“He was impaled on a stake in the time of Peter.”,0.0
27783,27783,"“I know, I know!",0.0
27784,27784,"He lay there fifteen hours in the hard frost, and died",-0.6124
27785,27785,with the most extraordinary fortitude—I know—what of him?,0.0
27786,27786,”,0.0
27787,27787,"“Only that God gives that sort of dying to some, and not to others.",0.2732
27788,27788,"Perhaps you think, though, that I could not die like Gleboff?",0.2584
27789,27789,”,0.0
27790,27790,"“Not at all!” said the prince, blushing.",0.0
27791,27791,“I was only going to say that,0.0
27792,27792,you—not that you could not be like Gleboff—but that you would have been,-0.2755
27793,27793,more like—”,0.0
27794,27794,"“I guess what you mean—I should be an Osterman, not a Gleboff—eh?",0.0
27795,27795,Is,0.0
27796,27796,that what you meant?,0.0
27797,27797,”,0.0
27798,27798,“What Osterman?” asked the prince in some surprise.,0.2732
27799,27799,"“Why, Osterman—the diplomatist. Peter’s Osterman,” muttered Hippolyte,",0.0
27800,27800,confused.,-0.3182
27801,27801,There was a moment’s pause of mutual confusion.,-0.296
27802,27802,"“Oh, no, no!” said the prince at last, “that was not what I was going",0.0
27803,27803,to say—oh no!,0.0
27804,27804,I don’t think you would ever have been like Osterman.,0.3612
27805,27805,”,0.0
27806,27806,Hippolyte frowned gloomily.,0.0
27807,27807,"“I’ll tell you why I draw the conclusion,” explained the prince,",0.0
27808,27808,evidently desirous of clearing up the matter a little.,0.34
27809,27809,"“Because, though",0.0
27810,27810,"I often think over the men of those times, I cannot for the life of me",0.0
27811,27811,imagine them to be like ourselves.,0.3612
27812,27812,It really appears to me that they,0.0
27813,27813,were of another race altogether than ourselves of today.,0.0
27814,27814,At that time,0.0
27815,27815,"people seemed to stick so to one idea; now, they are more nervous, more",-0.3384
27816,27816,"sensitive, more enlightened—people of two or three ideas at once—as it",0.0
27817,27817,were.,0.0
27818,27818,"The man of today is a broader man, so to speak—and I declare I",0.0
27819,27819,believe that is what prevents him from being so self-contained and,0.0772
27820,27820,independent a being as his brother of those earlier days.,0.0
27821,27821,Of course my,0.0
27822,27822,"remark was only made under this impression, and not in the least—”",0.2789
27823,27823,“I quite understand.,0.0
27824,27824,You are trying to comfort me for the naiveness,0.3612
27825,27825,with which you disagreed with me—eh?,-0.3182
27826,27826,Ha! ha! ha!,0.0
27827,27827,You are a regular,0.0
27828,27828,"child, prince!",0.0
27829,27829,"However, I cannot help seeing that you always treat me",0.1134
27830,27830,like—like a fragile china cup.,0.0
27831,27831,"Never mind, never mind, I’m not a bit",0.0
27832,27832,angry!,-0.5562
27833,27833,At all events we have had a very funny talk.,0.4927
27834,27834,"Do you know, all",0.0
27835,27835,"things considered, I should like to be something better than Osterman!",0.69
27836,27836,I wouldn’t take the trouble to rise from the dead to be an Osterman.,-0.7906
27837,27837,"However, I see I must make arrangements to die soon, or I myself—.",-0.5994
27838,27838,Well—leave me now!,0.0
27839,27839,"_Au revoir._ Look here—before you go, just give me",0.0
27840,27840,"your opinion: how do you think I ought to die, now?",-0.5994
27841,27841,"I mean—the best,",0.6369
27842,27842,the most virtuous way?,0.5709
27843,27843,Tell me!,0.0
27844,27844,”,0.0
27845,27845,"“You should pass us by and forgive us our happiness,” said the prince",0.2732
27846,27846,in a low voice.,-0.2732
27847,27847,“Ha! ha! ha!,0.0
27848,27848,I thought so.,0.0
27849,27849,I thought I should hear something like that.,0.3612
27850,27850,"Well, you are—you really are—oh dear me!",0.6452
27851,27851,"Eloquence, eloquence!",0.0
27852,27852,Good-bye!,0.0
27853,27853,”,0.0
27854,27854,VI.,0.0
27855,27855,As to the evening party at the Epanchins’ at which Princess Bielokonski,0.4019
27856,27856,"was to be present, Varia had reported with accuracy; though she had",0.0
27857,27857,perhaps expressed herself too strongly.,0.2732
27858,27858,The thing was decided in a hurry and with a certain amount of quite,0.2732
27859,27859,"unnecessary excitement, doubtless because “nothing could be done in",0.6249
27860,27860,this house like anywhere else.,0.3612
27861,27861,”,0.0
27862,27862,The impatience of Lizabetha Prokofievna “to get things settled”,-0.4215
27863,27863,"explained a good deal, as well as the anxiety of both parents for the",0.5106
27864,27864,happiness of their beloved daughter.,0.7845
27865,27865,"Besides, Princess Bielokonski was",0.0
27866,27866,"going away soon, and they hoped that she would take an interest in the",0.6808
27867,27867,prince.,0.0
27868,27868,They were anxious that he should enter society under the,-0.25
27869,27869,"auspices of this lady, whose patronage was the best of recommendations",0.6369
27870,27870,for any young man.,0.0
27871,27871,"Even if there seems something strange about the match, the general and",-0.2023
27872,27872,"his wife said to each other, the “world” will accept Aglaya’s fiance",0.3818
27873,27873,without any question if he is under the patronage of the princess.,0.0
27874,27874,In,0.0
27875,27875,"any case, the prince would have to be “shown” sooner or later; that is,",0.0
27876,27876,"introduced into society, of which he had, so far, not the least idea.",0.0
27877,27877,"Moreover, it was only a question of a small gathering of a few intimate",0.0
27878,27878,friends.,0.4767
27879,27879,"Besides Princess Bielokonski, only one other lady was",0.0
27880,27880,"expected, the wife of a high dignitary.",0.4404
27881,27881,"Evgenie Pavlovitch, who was to",0.0
27882,27882,"escort the princess, was the only young man.",0.0
27883,27883,"Muishkin was told of the princess’s visit three days beforehand, but",0.0
27884,27884,nothing was said to him about the party until the night before it was,0.4019
27885,27885,to take place.,0.0
27886,27886,He could not help observing the excited and agitated condition of all,-0.4325
27887,27887,"members of the family, and from certain hints dropped in conversation",0.2732
27888,27888,he gathered that they were all anxious as to the impression he should,-0.0258
27889,27889,make upon the princess.,0.0
27890,27890,"But the Epanchins, one and all, believed that",0.0
27891,27891,"Muishkin, in his simplicity of mind, was quite incapable of realizing",-0.4391
27892,27892,"that they could be feeling any anxiety on his account, and for this",-0.0516
27893,27893,reason they all looked at him with dread and uneasiness.,-0.6808
27894,27894,"In point of fact, he did attach marvellously little importance to the",0.2975
27895,27895,approaching event.,0.0
27896,27896,He was occupied with altogether different thoughts.,0.0
27897,27897,"Aglaya was growing hourly more capricious and gloomy, and this",-0.0422
27898,27898,distressed him.,-0.4215
27899,27899,When they told him that Evgenie Pavlovitch was,0.0
27900,27900,"expected, he evinced great delight, and said that he had long wished to",0.8402
27901,27901,see him—and somehow these words did not please anyone.,-0.2411
27902,27902,"Aglaya left the room in a fit of irritation, and it was not until late",-0.2023
27903,27903,"in the evening, past eleven, when the prince was taking his departure,",0.0
27904,27904,"that she said a word or two to him, privately, as she accompanied him",0.0
27905,27905,as far as the front door.,0.0
27906,27906,"“I should like you,” she said, “not to come here tomorrow until",0.3612
27907,27907,"evening, when the guests are all assembled.",0.0
27908,27908,You know there are to be,0.0
27909,27909,"guests, don’t you?",0.0
27910,27910,”,0.0
27911,27911,She spoke impatiently and with severity; this was the first allusion,-0.4019
27912,27912,she had made to the party of tomorrow.,0.4019
27913,27913,"She hated the idea of it, everyone saw that; and she would probably",-0.6369
27914,27914,"have liked to quarrel about it with her parents, but pride and modesty",0.6124
27915,27915,prevented her from broaching the subject.,0.0258
27916,27916,"The prince jumped to the conclusion that Aglaya, too, was nervous about",-0.2732
27917,27917,"him, and the impression he would make, and that she did not like to",-0.0541
27918,27918,admit her anxiety; and this thought alarmed him.,-0.3182
27919,27919,"“Yes, I am invited,” he replied.",0.0
27920,27920,She was evidently in difficulties as to how best to go on.,0.4588
27921,27921,“May I speak,0.0
27922,27922,"of something serious to you, for once in my life?",-0.0772
27923,27923,"” she asked, angrily.",-0.4215
27924,27924,"She was irritated at she knew not what, and could not restrain her",-0.4588
27925,27925,wrath.,0.0
27926,27926,"“Of course you may; I am very glad to listen,” replied Muishkin.",0.5095
27927,27927,Aglaya was silent a moment and then began again with evident dislike of,-0.3818
27928,27928,her subject:,0.0
27929,27929,“I do not wish to quarrel with them about this; in some things they,-0.3089
27930,27930,won’t be reasonable.,0.0
27931,27931,I always did feel a loathing for the laws which,-0.5719
27932,27932,seem to guide mamma’s conduct at times.,0.0
27933,27933,"I don’t speak of father, for he",0.0
27934,27934,cannot be expected to be anything but what he is.,0.0
27935,27935,Mother is a,0.0
27936,27936,"noble-minded woman, I know; you try to suggest anything mean to her,",0.0
27937,27937,and you’ll see!,0.0
27938,27938,But she is such a slave to these miserable creatures!,-0.68
27939,27939,I,0.0
27940,27940,don’t mean old Bielokonski alone.,-0.25
27941,27941,"She is a contemptible old thing, but",-0.2023
27942,27942,"she is able to twist people round her little finger, and I admire that",0.4767
27943,27943,"in her, at all events!",0.0
27944,27944,"How mean it all is, and how foolish!",-0.3382
27945,27945,We were,0.0
27946,27946,"always middle-class, thoroughly middle-class, people.",0.0
27947,27947,Why should we,0.0
27948,27948,attempt to climb into the giddy heights of the fashionable world?,-0.1531
27949,27949,My,0.0
27950,27950,sisters are all for it.,0.0
27951,27951,It’s Prince S. they have to thank for poisoning,-0.3182
27952,27952,their minds.,0.0
27953,27953,Why are you so glad that Evgenie Pavlovitch is coming?,0.5949
27954,27954,”,0.0
27955,27955,"“Listen to me, Aglaya,” said the prince, “I do believe you are nervous",-0.2732
27956,27956,lest I shall make a fool of myself tomorrow at your party?,-0.0516
27957,27957,”,0.0
27958,27958,“Nervous about you?”,0.0
27959,27959,Aglaya blushed.,0.0
27960,27960,“Why should I be nervous about,-0.2732
27961,27961,you?,0.0
27962,27962,What would it matter to me if you were to make ever such a fool of,-0.4215
27963,27963,yourself?,0.0
27964,27964,How can you say such a thing?,0.0
27965,27965,What do you mean by ‘making a,0.0
27966,27966,fool of yourself’?,-0.4404
27967,27967,What a vulgar expression!,0.0
27968,27968,I suppose you intend to,0.0
27969,27969,talk in that sort of way tomorrow evening?,0.0
27970,27970,Look up a few more such,0.0
27971,27971,"expressions in your dictionary; do, you’ll make a grand effect!",0.5093
27972,27972,I’m,0.0
27973,27973,sorry that you seem to be able to come into a room as gracefully as you,0.4767
27974,27974,do; where did you learn the art?,0.0
27975,27975,Do you think you can drink a cup of,0.0
27976,27976,"tea decently, when you know everybody is looking at you, on purpose to",0.0
27977,27977,see how you do it?,0.0
27978,27978,”,0.0
27979,27979,"“Yes, I think I can.”",0.0
27980,27980,“Can you?,0.0
27981,27981,"I’m sorry for it then, for I should have had a good laugh at",0.7351
27982,27982,you otherwise.,0.0
27983,27983,"Do break _something_ at least, in the drawing-room!",0.0
27984,27984,"Upset the Chinese vase, won’t you?",-0.3818
27985,27985,It’s a valuable one; _do_ break it.,0.4767
27986,27986,"Mamma values it, and she’ll go out of her mind—it was a present.",0.4019
27987,27987,She’ll,0.0
27988,27988,"cry before everyone, you’ll see!",-0.5255
27989,27989,"Wave your hand about, you know, as you",0.4939
27990,27990,"always do, and just smash it.",0.0
27991,27991,Sit down near it on purpose.,0.0
27992,27992,”,0.0
27993,27993,"“On the contrary, I shall sit as far from it as I can.",0.0
27994,27994,Thanks for the,0.4404
27995,27995,hint.,0.0
27996,27996,”,0.0
27997,27997,"“Ha, ha!",0.0
27998,27998,Then you are afraid you _will_ wave your arms about!,0.0
27999,27999,I,0.0
28000,28000,"wouldn’t mind betting that you’ll talk about some lofty subject,",0.0
28001,28001,something serious and learned.,-0.0772
28002,28002,"How delightful, how tactful that will",0.5859
28003,28003,be!,0.0
28004,28004,”,0.0
28005,28005,"“I should think it would be very foolish indeed, unless it happened to",-0.3384
28006,28006,come in appropriately.,0.0
28007,28007,”,0.0
28008,28008,"“Look here, once for all,” cried Aglaya, boiling over, “if I hear you",-0.3818
28009,28009,"talking about capital punishment, or the economical condition of",-0.4939
28010,28010,"Russia, or about Beauty redeeming the world, or anything of that sort,",0.5859
28011,28011,"I’ll—well, of course I shall laugh and seem very pleased, but I warn",0.4208
28012,28012,"you beforehand, don’t look me in the face again!",0.0
28013,28013,"I’m serious now, mind,",-0.0772
28014,28014,this time I _am really_ serious.,-0.1513
28015,28015,” She certainly did say this very,0.34
28016,28016,"seriously, so much so, that she looked quite different from what she",-0.1779
28017,28017,"usually was, and the prince could not help noticing the fact.",-0.3089
28018,28018,She did,0.0
28019,28019,not seem to be joking in the slightest degree.,0.2263
28020,28020,"“Well, you’ve put me into such a fright that I shall certainly make a",-0.0516
28021,28021,"fool of myself, and very likely break something too.",-0.4404
28022,28022,I wasn’t a bit,0.0
28023,28023,"alarmed before, but now I’m as nervous as can be.",-0.5187
28024,28024,”,0.0
28025,28025,“Then don’t speak at all. Sit still and don’t talk.”,0.0
28026,28026,"“Oh, I can’t do that, you know!",0.0
28027,28027,I shall say something foolish out of,-0.2732
28028,28028,"pure ‘funk,’ and break something for the same excellent reason; I know",0.5719
28029,28029,I shall.,0.0
28030,28030,Perhaps I shall slip and fall on the slippery floor; I’ve done,0.0
28031,28031,"that before now, you know.",0.0
28032,28032,I shall dream of it all night now.,0.25
28033,28033,Why did,0.0
28034,28034,you say anything about it?,0.0
28035,28035,”,0.0
28036,28036,Aglaya looked blackly at him.,0.0
28037,28037,"“Do you know what, I had better not come at all tomorrow!",0.4926
28038,28038,I’ll plead,0.0
28039,28039,"sick-list and stay away,” said the prince, with decision.",0.0
28040,28040,"Aglaya stamped her foot, and grew quite pale with anger.",-0.6077
28041,28041,"“Oh, my goodness!",0.5093
28042,28042,Just listen to that!,0.0
28043,28043,"‘Better not come,’ when the",0.0
28044,28044,party is on purpose for him!,0.4574
28045,28045,Good Lord!,0.4926
28046,28046,What a delightful thing it is,0.5859
28047,28047,to have to do with such a—such a stupid as you are!,-0.5707
28048,28048,”,0.0
28049,28049,"“Well, I’ll come, I’ll come,” interrupted the prince, hastily, “and",-0.296
28050,28050,I’ll give you my word of honour that I will sit the whole evening and,0.5719
28051,28051,not say a word.,0.0
28052,28052,”,0.0
28053,28053,“I believe that’s the best thing you can do.,0.6369
28054,28054,You said you’d ‘plead,0.0
28055,28055,sick-list’ just now; where in the world do you get hold of such,0.0
28056,28056,expressions?,0.0
28057,28057,Why do you talk to me like this?,0.3612
28058,28058,Are you trying to,0.0
28059,28059,"irritate me, or what?",-0.4215
28060,28060,”,0.0
28061,28061,"“Forgive me, it’s a schoolboy expression.",0.0
28062,28062,I won’t do it again.,0.0
28063,28063,I know,0.0
28064,28064,"quite well, I see it, that you are anxious on my account",0.101
28065,28065,"(now, don’t be",0.0
28066,28066,"angry), and it makes me very happy to see it.",0.1761
28067,28067,You wouldn’t believe how,0.0
28068,28068,"frightened I am of misbehaving somehow, and how glad I am of your",-0.3818
28069,28069,instructions.,0.0
28070,28070,"But all this panic is simply nonsense, you know, Aglaya!",-0.8794
28071,28071,"I give you my word it is; I am so pleased that you are such a child,",0.5777
28072,28072,such a dear good child.,0.6705
28073,28073,"How _charming_ you can be if you like, Aglaya.",0.743
28074,28074,”,0.0
28075,28075,"Aglaya wanted to be angry, of course, but suddenly some quite",-0.2846
28076,28076,"unexpected feeling seized upon her heart, all in a moment.",0.6908
28077,28077,“And you won’t reproach me for all these rude words of mine—some,-0.4588
28078,28078,day—afterwards?,0.0
28079,28079,"” she asked, of a sudden.",0.0
28080,28080,“What an idea!,0.0
28081,28081,Of course not.,0.0
28082,28082,And what are you blushing for again?,0.0
28083,28083,And,0.0
28084,28084,there comes that frown once more!,0.0
28085,28085,You’ve taken to looking too gloomy,-0.1531
28086,28086,"sometimes, Aglaya, much more than you used to.",0.0
28087,28087,I know why it is.,0.0
28088,28088,”,0.0
28089,28089,"“Be quiet, do be quiet!”",0.0
28090,28090,"“No, no, I had much better speak out.",0.4404
28091,28091,"I have long wished to say it, and",0.0
28092,28092,"_have_ said it, but that’s not enough, for you didn’t believe me.",0.0
28093,28093,Between us two there stands a being who—”,0.0
28094,28094,"“Be quiet, be quiet, be quiet, be quiet!”",0.0
28095,28095,"Aglaya struck in, suddenly,",-0.25
28096,28096,"seizing his hand in hers, and gazing at him almost in terror.",0.0202
28097,28097,At this moment she was called by someone.,0.0
28098,28098,She broke loose from him with,-0.6249
28099,28099,an air of relief and ran away.,0.4767
28100,28100,The prince was in a fever all night.,0.0
28101,28101,"It was strange, but he had",-0.1027
28102,28102,suffered from fever for several nights in succession.,-0.34
28103,28103,On this,0.0
28104,28104,"particular night, while in semi-delirium, he had an idea: what if on",0.0
28105,28105,the morrow he were to have a fit before everybody?,0.3612
28106,28106,The thought seemed,0.0
28107,28107,to freeze his blood within him.,0.0516
28108,28108,All night he fancied himself in some,0.0
28109,28109,extraordinary society of strange persons.,-0.2023
28110,28110,The worst of it was that he,-0.6249
28111,28111,"was talking nonsense; he knew that he ought not to speak at all, and",-0.4019
28112,28112,yet he talked the whole time; he seemed to be trying to persuade them,0.0
28113,28113,all to something.,0.0
28114,28114,"Evgenie and Hippolyte were among the guests, and",0.0
28115,28115,appeared to be great friends.,0.802
28116,28116,"He awoke towards nine o’clock with a headache, full of confused ideas",-0.3182
28117,28117,and strange impressions.,0.0258
28118,28118,For some reason or other he felt most anxious,-0.3167
28119,28119,"to see Rogojin, to see and talk to him, but what he wished to say he",0.0
28120,28120,could not tell.,0.0
28121,28121,"Next, he determined to go and see Hippolyte.",0.34
28122,28122,His mind,0.0
28123,28123,"was in a confused state, so much so that the incidents of the morning",-0.3182
28124,28124,"seemed to be imperfectly realized, though acutely felt.",0.0
28125,28125,One of these incidents was a visit from Lebedeff.,0.0
28126,28126,Lebedeff came rather,0.0
28127,28127,early—before ten—but he was tipsy already.,0.0
28128,28128,Though the prince was not in,0.0
28129,28129,"an observant condition, yet he could not avoid seeing that for at least",0.2235
28130,28130,three days—ever since General Ivolgin had left the house Lebedeff had,0.0
28131,28131,been behaving very badly.,-0.5256
28132,28132,He looked untidy and dirty at all times of,-0.4404
28133,28133,"the day, and it was said that he had begun to rage about in his own",-0.5574
28134,28134,"house, and that his temper was very bad.",-0.7645
28135,28135,As soon as he arrived this,0.0
28136,28136,"morning, he began to hold forth, beating his breast and apparently",-0.4588
28137,28137,blaming himself for something.,-0.4939
28138,28138,"“I’ve—I’ve had a reward for my meanness—I’ve had a slap in the face,”",0.6486
28139,28139,"he concluded, tragically.",-0.5719
28140,28140,“A slap in the face? From whom? And so early in the morning?”,0.2824
28141,28141,"“Early?” said Lebedeff, sarcastically.",-0.2732
28142,28142,"“Time counts for nothing, even",0.0
28143,28143,"in physical chastisement; but my slap in the face was not physical, it",0.2263
28144,28144,was moral.,0.0
28145,28145,”,0.0
28146,28146,"He suddenly took a seat, very unceremoniously, and began his story.",0.0
28147,28147,It,0.0
28148,28148,"was very disconnected; the prince frowned, and wished he could get",0.0
28149,28149,away; but suddenly a few words struck him.,-0.3612
28150,28150,He sat stiff with,0.0
28151,28151,wonder—Lebedeff said some extraordinary things.,0.0
28152,28152,In the first place he began about some letter; the name of Aglaya,0.0
28153,28153,Ivanovna came in.,0.0
28154,28154,Then suddenly he broke off and began to accuse the,-0.5574
28155,28155,prince of something; he was apparently offended with him.,-0.25
28156,28156,At first he,0.0
28157,28157,declared that the prince had trusted him with his confidences as to “a,0.4767
28158,28158,certain person”,0.2732
28159,28159,"(Nastasia Philipovna), but that of late his friendship",0.5927
28160,28160,"had been thrust back into his bosom, and his innocent question as to",0.34
28161,28161,"“approaching family changes” had been curtly put aside, which Lebedeff",0.0
28162,28162,"declared, with tipsy tears, he could not bear; especially as he knew so",-0.2263
28163,28163,"much already both from Rogojin and Nastasia Philipovna and her friend,",0.4939
28164,28164,"and from Varvara Ardalionovna, and even from Aglaya Ivanovna, through",0.0
28165,28165,his daughter Vera.,0.0
28166,28166,“And who told Lizabetha Prokofievna something in,0.0
28167,28167,"secret, by letter?",0.0
28168,28168,Who told her all about the movements of a certain,0.2732
28169,28169,person called Nastasia Philipovna?,0.0
28170,28170,"Who was the anonymous person, eh?",0.0
28171,28171,Tell me!,0.0
28172,28172,”,0.0
28173,28173,“Surely not you?” cried the prince.,0.2924
28174,28174,"“Just so,” said Lebedeff, with dignity; “and only this very morning I",0.4019
28175,28175,"have sent up a letter to the noble lady, stating that I have a matter",0.4767
28176,28176,of great importance to communicate.,0.765
28177,28177,She received the letter; I know she,0.0
28178,28178,"got it; and she received _me_, too.",0.0
28179,28179,”,0.0
