line_no,line,sentiment,label,score
29161,eyes.,2,3 stars,0.24799626
29162,His heart filled with a sweet pain as he gazed at her.,4,5 stars,0.23641814
29163,"At length he observed, to his amazement, that all had taken their seats",2,3 stars,0.3340463
29164,"again, and were laughing and talking as though nothing had happened.",0,1 star,0.37703314
29165,"Another minute and the laughter grew louder—they were laughing at him,",0,1 star,0.5617588
29166,at his dumb stupor—laughing kindly and merrily.,4,5 stars,0.4373638
29167,Several of them spoke,2,3 stars,0.3661173
29168,"to him, and spoke so kindly and cordially, especially Lizabetha",4,5 stars,0.7555679
29169,Prokofievna—she was saying the kindest possible things to him.,4,5 stars,0.2990152
29170,Suddenly he became aware that General Epanchin was tapping him on the,2,3 stars,0.2941151
29171,"shoulder; Ivan Petrovitch was laughing too, but still more kind and",2,3 stars,0.39608985
29172,sympathizing was the old dignitary.,3,4 stars,0.2977789
29173,He took the prince by the hand and,4,5 stars,0.30006585
29174,"pressed it warmly; then he patted it, and quietly urged him to",4,5 stars,0.2780237
29175,recollect himself—speaking to him exactly as he would have spoken to a,4,5 stars,0.6361545
29176,"little frightened child, which pleased the prince wonderfully; and next",4,5 stars,0.57417405
29177,seated him beside himself.,3,4 stars,0.3195593
29178,"The prince gazed into his face with pleasure, but still seemed to have",2,3 stars,0.39551276
29179,no power to speak.,0,1 star,0.6193639
29180,His breath failed him.,0,1 star,0.48698333
29181,The old man’s face pleased,4,5 stars,0.43337867
29182,him greatly.,4,5 stars,0.566033
29183,“Do you really forgive me?” he said at last.,0,1 star,0.3162449
29184,“And—and Lizabetha,4,5 stars,0.40550277
29185,Prokofievna too?,1,2 stars,0.28087518
29186,"” The laugh increased, tears came into the prince’s",0,1 star,0.33303162
29187,"eyes, he could not believe in all this kindness—he was enchanted.",4,5 stars,0.3278087
29188,“The vase certainly was a very beautiful one.,4,5 stars,0.5875421
29189,I remember it here for,4,5 stars,0.50237745
29190,"fifteen years—yes, quite that!",4,5 stars,0.5587828
29191,” remarked Ivan Petrovitch.,4,5 stars,0.2800875
29192,"“Oh, what a dreadful calamity!",0,1 star,0.93063873
29193,"A wretched vase smashed, and a man half",0,1 star,0.80788714
29194,"dead with remorse about it,” said Lizabetha Prokofievna, loudly.",0,1 star,0.7397432
29195,“What,4,5 stars,0.36596078
29196,"made you so dreadfully startled, Lef Nicolaievitch?",0,1 star,0.6033536
29197,"” she added, a",4,5 stars,0.40346488
29198,little timidly.,2,3 stars,0.49805698
29199,"“Come, my dear boy! cheer up.",4,5 stars,0.7697088
29200,"You really alarm me,",0,1 star,0.39220446
29201,taking the accident so to heart.,3,4 stars,0.37480256
29202,”,4,5 stars,0.30857787
29203,"“Do you forgive me all—_all_, besides the vase, I mean?” said the",0,1 star,0.4719334
29204,"prince, rising from his seat once more, but the old gentleman caught",2,3 stars,0.32733488
29205,his hand and drew him down again—he seemed unwilling to let him go.,0,1 star,0.422706
29206,"“_C’est très-curieux et c’est très-sérieux_,” he whispered across the",4,5 stars,0.7360494
29207,"table to Ivan Petrovitch, rather loudly.",2,3 stars,0.38301829
29208,Probably the prince heard him.,2,3 stars,0.30933094
29209,“So that I have not offended any of you?,4,5 stars,0.2885423
29210,You will not believe how happy,4,5 stars,0.28352925
29211,I am to be able to think so.,3,4 stars,0.35348323
29212,It is as it should be.,3,4 stars,0.41399673
29213,As if I _could_,4,5 stars,0.41381437
29214,offend anyone here!,0,1 star,0.75280195
29215,I should offend you again by even suggesting such a,0,1 star,0.36683118
29216,thing.,4,5 stars,0.2903455
29217,”,4,5 stars,0.30857787
29218,"“Calm yourself, my dear fellow.",4,5 stars,0.7269141
29219,You are exaggerating again; you really,1,2 stars,0.3335206
29220,have no occasion to be so grateful to us.,4,5 stars,0.7770891
29221,It is a feeling which does,3,4 stars,0.35826105
29222,"you great credit, but an exaggeration, for all that.",2,3 stars,0.42048654
29223,”,4,5 stars,0.30857787
29224,"“I am not exactly thanking you, I am only feeling a growing admiration",2,3 stars,0.4457894
29225,for you—it makes me happy to look at you.,4,5 stars,0.48367926
29226,I dare say I am speaking very,2,3 stars,0.23391415
29227,"foolishly, but I must speak—I must explain, if it be out of nothing",0,1 star,0.3307095
29228,better than self-respect.,4,5 stars,0.54356897
29229,”,4,5 stars,0.30857787
29230,"All he said and did was abrupt, confused, feverish—very likely the",0,1 star,0.4415824
29231,"words he spoke, as often as not, were not those he wished to say.",1,2 stars,0.43835452
29232,He,3,4 stars,0.2655623
29233,seemed to inquire whether he _might_ speak.,1,2 stars,0.34578574
29234,His eyes lighted on,2,3 stars,0.328499
29235,Princess Bielokonski.,4,5 stars,0.345216
29236,"“All right, my friend, talk away, talk away!” she remarked.",4,5 stars,0.47968125
29237,“Only don’t,0,1 star,0.345616
29238,"lose your breath; you were in such a hurry when you began, and look",0,1 star,0.40925562
29239,what you’ve come to now!,4,5 stars,0.78507274
29240,Don’t be afraid of speaking—all these ladies,4,5 stars,0.37100542
29241,and gentlemen have seen far stranger people than yourself; you don’t,4,5 stars,0.31717616
29242,astonish _them_.,4,5 stars,0.5254663
29243,"You are nothing out-of-the-way remarkable, you know.",4,5 stars,0.5842438
29244,"You’ve done nothing but break a vase, and give us all a fright.",4,5 stars,0.6400207
29245,”,4,5 stars,0.30857787
29246,"The prince listened, smiling.",4,5 stars,0.27114412
29247,"“Wasn’t it you,” he said, suddenly turning to the old gentleman, “who",0,1 star,0.39322025
29248,saved the student Porkunoff and a clerk called Shoabrin from being sent,4,5 stars,0.32046244
29249,"to Siberia, two or three months since?",0,1 star,0.42907217
29250,”,4,5 stars,0.30857787
29251,"The old dignitary blushed a little, and murmured that the prince had",2,3 stars,0.3218665
29252,better not excite himself further.,1,2 stars,0.40984347
29253,"“And I have heard of _you_,” continued the prince, addressing Ivan",4,5 stars,0.5308373
29254,"Petrovitch, “that when some of your villagers were burned out you gave",0,1 star,0.32704034
29255,"them wood to build up their houses again, though they were no longer",2,3 stars,0.34358037
29256,your serfs and had behaved badly towards you.,0,1 star,0.32253832
29257,”,4,5 stars,0.30857787
29258,"“Oh, come, come! You are exaggerating,” said Ivan Petrovitch, beaming",4,5 stars,0.39277175
29259,"with satisfaction, all the same.",4,5 stars,0.5353963
29260,"He was right, however, in this",2,3 stars,0.44357547
29261,"instance, for the report had reached the prince’s ears in an incorrect",0,1 star,0.39340916
29262,form.,4,5 stars,0.26968083
29263,"“And you, princess,” he went on, addressing Princess Bielokonski, “was",4,5 stars,0.41206667
29264,"it not you who received me in Moscow, six months since, as kindly as",0,1 star,0.4707398
29265,"though I had been your own son, in response to a letter from Lizabetha",1,2 stars,0.28718758
29266,"Prokofievna; and gave me one piece of advice, again as to your own son,",4,5 stars,0.4366735
29267,which I shall never forget?,4,5 stars,0.4361019
29268,Do you remember?,4,5 stars,0.26115912
29269,”,4,5 stars,0.30857787
29270,"“What are you making such a fuss about?” said the old lady, with",0,1 star,0.35830152
29271,annoyance.,0,1 star,0.43508506
29272,"“You are a good fellow, but very silly.",2,3 stars,0.46569028
29273,One gives you a,0,1 star,0.25016645
29274,"halfpenny, and you are as grateful as though one had saved your life.",4,5 stars,0.8271439
29275,"You think this is praiseworthy on your part, but it is not—it is not,",1,2 stars,0.3318201
29276,indeed.,2,3 stars,0.26437163
29277,”,4,5 stars,0.30857787
29278,"She seemed to be very angry, but suddenly burst out laughing, quite",1,2 stars,0.41398567
29279,good-humouredly.,3,4 stars,0.4576876
29280,"Lizabetha Prokofievna’s face brightened up, too; so did that of General",2,3 stars,0.3405105
29281,Epanchin.,0,1 star,0.24867854
29282,“I told you Lef Nicolaievitch was a man—a man—if only he would not be,3,4 stars,0.2740564
29283,"in such a hurry, as the princess remarked,” said the latter, with",4,5 stars,0.3052861
29284,delight.,4,5 stars,0.50441283
29285,"Aglaya alone seemed sad and depressed; her face was flushed, perhaps",1,2 stars,0.481634
29286,with indignation.,0,1 star,0.32597306
29287,"“He really is very charming,” whispered the old dignitary to Ivan",4,5 stars,0.74932176
29288,Petrovitch.,3,4 stars,0.23281884
29289,"“I came into this room with anguish in my heart,” continued the prince,",4,5 stars,0.45704404
29290,"with ever-growing agitation, speaking quicker and quicker, and with",4,5 stars,0.6886138
29291,increasing strangeness.,2,3 stars,0.28757465
29292,"“I—I was afraid of you all, and afraid of",4,5 stars,0.3021238
29293,myself.,4,5 stars,0.42134982
29294,I was most afraid of myself.,1,2 stars,0.45296082
29295,"When I returned to Petersburg, I",0,1 star,0.3197659
29296,"promised myself to make a point of seeing our greatest men, and members",4,5 stars,0.69473386
29297,of our oldest families—the old families like my own.,4,5 stars,0.72886103
29298,I am now among,4,5 stars,0.64318
29299,"princes like myself, am I not?",4,5 stars,0.2927842
29300,"I wished to know you, and it was",4,5 stars,0.40052134
29301,"necessary, very, very necessary.",4,5 stars,0.69087267
29302,I had always heard so much that was,4,5 stars,0.29793182
29303,evil said of you all—more evil than good; as to how small and petty,0,1 star,0.56448644
29304,"were your interests, how absurd your habits, how shallow your",0,1 star,0.46441337
29305,"education, and so on.",3,4 stars,0.39581946
29306,There is so much written and said about you!,4,5 stars,0.68034023
29307,I,4,5 stars,0.24874815
29308,came here today with anxious curiosity; I wished to see for myself and,4,5 stars,0.41810393
29309,form my own convictions as to whether it were true that the whole of,4,5 stars,0.3848551
29310,"this upper stratum of Russian society is _worthless_, has outlived its",0,1 star,0.5384167
29311,"time, has existed too long, and is only fit to die—and yet is dying",0,1 star,0.41657633
29312,"with petty, spiteful warring against that which is destined to",0,1 star,0.3043298
29313,"supersede it and take its place—hindering the Coming Men, and knowing",4,5 stars,0.5831663
29314,not that itself is in a dying condition.,1,2 stars,0.36977658
29315,I did not fully believe in,1,2 stars,0.47052902
29316,"this view even before, for there never was such a class among",4,5 stars,0.28552327
29317,"us—excepting perhaps at court, by accident—or by uniform; but now there",2,3 stars,0.46846265
29318,"is not even that, is there?",0,1 star,0.34517345
29319,"It has vanished, has it not?",0,1 star,0.34337196
29320,”,4,5 stars,0.30857787
29321,"“No, not a bit of it,” said Ivan Petrovitch, with a sarcastic laugh.",0,1 star,0.41784808
29322,"“Good Lord, he’s off again!” said Princess Bielokonski, impatiently.",4,5 stars,0.6876575
29323,"“Laissez-le dire! He is trembling all over,” said the old man, in a",4,5 stars,0.29148692
29324,warning whisper.,4,5 stars,0.23714705
29325,The prince certainly was beside himself.,2,3 stars,0.29071268
29326,“Well? What have I seen?” he continued.,3,4 stars,0.25704885
29327,“I have seen men of graceful,4,5 stars,0.55237883
29328,simplicity of intellect; I have seen an old man who is not above,3,4 stars,0.37469703
29329,speaking kindly and even _listening_ to a boy like myself; I see before,4,5 stars,0.44763038
29330,"me persons who can understand, who can forgive—kind, good Russian",4,5 stars,0.48070395
29331,hearts—hearts almost as kind and cordial as I met abroad.,4,5 stars,0.5655671
29332,Imagine how,4,5 stars,0.48455864
29333,"delighted I must have been, and how surprised!",4,5 stars,0.8697095
29334,"Oh, let me express this",4,5 stars,0.60304075
29335,feeling!,4,5 stars,0.53245574
29336,"I have so often heard, and I have even believed, that in",4,5 stars,0.39472255
29337,"society there was nothing but empty forms, and that reality had",0,1 star,0.33841735
29338,vanished; but I now see for myself that this can never be the case,1,2 stars,0.3174363
29339,"_here_, among us—it may be the order elsewhere, but not in Russia.",2,3 stars,0.3444956
29340,Surely you are not all Jesuits and deceivers!,0,1 star,0.5689401
29341,I heard Prince N.,0,1 star,0.2882787
29342,‘s story,3,4 stars,0.31772336
29343,just now.,4,5 stars,0.33586487
29344,"Was it not simple-minded, spontaneous humour?",1,2 stars,0.42777526
29345,Could such,2,3 stars,0.2557029
29346,words come from the lips of a man who is dead?,0,1 star,0.5058101
29347,—a man whose heart and,4,5 stars,0.64963627
29348,talents are dried up?,0,1 star,0.34540248
29349,Could dead men and women have treated me so,2,3 stars,0.35110918
29350,kindly as you have all been treating me to-day?,4,5 stars,0.3515946
29351,Is there not material,0,1 star,0.45594537
29352,for the future in all this—for hope?,4,5 stars,0.44269598
29353,Can such people fail to,0,1 star,0.36785838
29354,_understand?,0,1 star,0.3667579
29355,_ Can such men fall away from reality?,0,1 star,0.40762302
29356,”,4,5 stars,0.30857787
29357,"“Once more let us beg you to be calm, my dear boy.",4,5 stars,0.74796826
29358,We’ll talk of all,4,5 stars,0.4829649
29359,"this another time—I shall do so with the greatest pleasure, for one,”",4,5 stars,0.8436703
29360,"said the old dignitary, with a smile.",4,5 stars,0.2551055
29361,Ivan Petrovitch grunted and twisted round in his chair.,0,1 star,0.69533
29362,General,4,5 stars,0.40869716
29363,Epanchin moved nervously.,0,1 star,0.3903541
29364,The latter’s chief had started a conversation,2,3 stars,0.29638943
29365,"with the wife of the dignitary, and took no notice whatever of the",0,1 star,0.22714227
29366,"prince, but the old lady very often glanced at him, and listened to",2,3 stars,0.4122379
29367,what he was saying.,4,5 stars,0.4637608
29368,"“No, I had better speak,” continued the prince, with a new outburst of",1,2 stars,0.39519992
29369,"feverish emotion, and turning towards the old man with an air of",1,2 stars,0.3729206
29370,confidential trustfulness.,4,5 stars,0.6758939
29371,"“Yesterday, Aglaya Ivanovna forbade me to",0,1 star,0.47110924
29372,"talk, and even specified the particular subjects I must not touch",4,5 stars,0.34208843
29373,upon—she knows well enough that I am odd when I get upon these matters.,3,4 stars,0.43099207
29374,"I am nearly twenty-seven years old, and yet I know I am little better",2,3 stars,0.53776914
29375,than a child.,2,3 stars,0.23906699
29376,"I have no right to express my ideas, and said so long",4,5 stars,0.429058
29377,ago.,1,2 stars,0.24136354
29378,"Only in Moscow, with Rogojin, did I ever speak absolutely freely!",0,1 star,0.41580874
29379,He and I read Pushkin together—all his works.,4,5 stars,0.68232054
29380,Rogojin knew nothing of,0,1 star,0.45217106
29381,"Pushkin, had not even heard his name.",0,1 star,0.42709956
29382,I am always afraid of spoiling a,4,5 stars,0.22620732
29383,great Thought or Idea by my absurd manner.,4,5 stars,0.6471269
29384,"I have no eloquence, I know.",1,2 stars,0.2997105
29385,I always make the wrong gestures—inappropriate gestures—and therefore I,0,1 star,0.5100381
29386,"degrade the Thought, and raise a laugh instead of doing my subject",1,2 stars,0.4487505
29387,justice.,4,5 stars,0.32853934
29388,"I have no sense of proportion either, and that is the chief",2,3 stars,0.34755573
29389,thing.,4,5 stars,0.2903455
29390,I know it would be much better if I were always to sit still and,2,3 stars,0.5088039
29391,say nothing.,0,1 star,0.75434214
29392,"When I do so, I appear to be quite a sensible sort of a",2,3 stars,0.43000183
29393,"person, and what’s more, I think about things.",4,5 stars,0.36021945
29394,But now I must speak; it,3,4 stars,0.33240363
29395,is better that I should.,2,3 stars,0.48500928
29396,I began to speak because you looked so kindly,1,2 stars,0.3514973
29397,at me; you have such a beautiful face.,4,5 stars,0.7790628
29398,I promised Aglaya Ivanovna,4,5 stars,0.32968378
29399,yesterday that I would not speak all the evening.,0,1 star,0.57069415
29400,”,4,5 stars,0.30857787
29401,"“Really?” said the old man, smiling.",0,1 star,0.47409558
29402,"“But, at times, I can’t help thinking that I am wrong in feeling so",2,3 stars,0.5232095
29403,"about it, you know.",2,3 stars,0.33295798
29404,"Sincerity is more important than elocution, isn’t",1,2 stars,0.36734766
29405,it?,0,1 star,0.33135173
29406,”,4,5 stars,0.30857787
29407,“Sometimes.”,2,3 stars,0.39926025
29408,“I want to explain all to you—everything—everything!,4,5 stars,0.7488375
29409,I know you think,4,5 stars,0.3533171
29410,"me Utopian, don’t you—an idealist?",0,1 star,0.3620789
29411,"Oh, no!",0,1 star,0.6007249
29412,"I’m not, indeed—my ideas are",0,1 star,0.33090803
29413,all so simple.,1,2 stars,0.27353495
29414,You don’t believe me?,0,1 star,0.46811143
29415,You are smiling.,4,5 stars,0.24141634
29416,"Do you know, I am",2,3 stars,0.2439756
29417,sometimes very wicked—for I lose my faith?,2,3 stars,0.42459163
29418,"This evening as I came here,",4,5 stars,0.66265607
29419,"I thought to myself, ‘What shall I talk about?",2,3 stars,0.22914177
29420,"How am I to begin, so",4,5 stars,0.288071
29421,"that they may be able to understand partially, at all events?",2,3 stars,0.37197742
29422,’ How,4,5 stars,0.47099596
29423,afraid I was—dreadfully afraid!,0,1 star,0.6934371
29424,"And yet, how _could_ I be afraid—was it",2,3 stars,0.2132921
29425,not shameful of me?,2,3 stars,0.39644498
29426,Was I afraid of finding a bottomless abyss of empty,0,1 star,0.42795524
29427,selfishness?,0,1 star,0.4503862
29428,"Ah! that’s why I am so happy at this moment, because I",4,5 stars,0.7477767
29429,"find there is no bottomless abyss at all—but good, healthy material,",3,4 stars,0.54599065
29430,full of life.,4,5 stars,0.61582506
29431,"“It is not such a very dreadful circumstance that we are odd people, is",2,3 stars,0.372701
29432,it?,0,1 star,0.33135173
29433,"For we really are odd, you know—careless, reckless, easily wearied",2,3 stars,0.3465154
29434,of anything.,0,1 star,0.47232127
29435,We don’t look thoroughly into matters—don’t care to,1,2 stars,0.36558396
29436,understand things.,4,5 stars,0.4552215
29437,"We are all like this—you and I, and all of them!",4,5 stars,0.8658339
29438,"Why, here are you, now—you are not a bit angry with me for calling you",4,5 stars,0.3443083
29439,"‘odd,’ are you?",2,3 stars,0.39751983
29440,"And, if so, surely there is good material in you?",2,3 stars,0.42906615
29441,Do,2,3 stars,0.24496353
29442,"you know, I sometimes think it is a good thing to be odd.",2,3 stars,0.55035025
29443,We can,4,5 stars,0.3958991
29444,"forgive one another more easily, and be more humble.",4,5 stars,0.37837195
29445,No one can begin,0,1 star,0.46900102
29446,by being perfect—there is much one cannot understand in life at first.,4,5 stars,0.7753781
29447,"In order to attain to perfection, one must begin by failing to",3,4 stars,0.40735838
29448,understand much.,4,5 stars,0.51734984
29449,"And if we take in knowledge too quickly, we very",2,3 stars,0.35257092
29450,likely are not taking it in at all.,1,2 stars,0.4041945
29451,I say all this to you—you who by,4,5 stars,0.61351216
29452,this time understand so much—and doubtless have failed to understand so,4,5 stars,0.57247496
29453,"much, also.",2,3 stars,0.35351977
29454,I am not afraid of you any longer.,4,5 stars,0.25057662
29455,You are not angry that a,4,5 stars,0.2321057
29456,"mere boy should say such words to you, are you?",0,1 star,0.351347
29457,Of course not!,0,1 star,0.57105654
29458,You know,4,5 stars,0.2852099
29459,how to forget and to forgive.,4,5 stars,0.60822314
29460,"You are laughing, Ivan Petrovitch?",0,1 star,0.47646868
29461,You,4,5 stars,0.30460578
29462,think I am a champion of other classes of people—that I am _their_,4,5 stars,0.38233912
29463,"advocate, a democrat, and an orator of Equality?",0,1 star,0.3066528
29464,” The prince laughed,0,1 star,0.30305558
29465,"hysterically; he had several times burst into these little, short",0,1 star,0.5521589
29466,nervous laughs.,0,1 star,0.41720298
29467,"“Oh, no—it is for you, for myself, and for all of us",4,5 stars,0.3794658
29468,"together, that I am alarmed.",4,5 stars,0.37699512
29469,"I am a prince of an old family myself, and",4,5 stars,0.65270543
29470,I am sitting among my peers; and I am talking like this in the hope of,4,5 stars,0.6010482
29471,saving us all; in the hope that our class will not disappear,4,5 stars,0.71669674
29472,altogether—into the darkness—unguessing its danger—blaming everything,4,5 stars,0.34880573
29473,"around it, and losing ground every day.",1,2 stars,0.22540534
29474,Why should we disappear and,0,1 star,0.33185562
29475,"give place to others, when we may still, if we choose, remain in the",3,4 stars,0.34438786
29476,front rank and lead the battle?,2,3 stars,0.28789064
29477,"Let us be servants, that we may become",4,5 stars,0.3297877
29478,lords in due season!,4,5 stars,0.57336116
29479,”,4,5 stars,0.30857787
29480,"He tried to get upon his feet again, but the old man still restrained",2,3 stars,0.38919747
29481,"him, gazing at him with increasing perturbation as he went on.",2,3 stars,0.28331807
29482,“Listen—I know it is best not to speak!,0,1 star,0.2550336
29483,It is best simply to give a,2,3 stars,0.3352508
29484,good example—simply to begin the work.,3,4 stars,0.4210766
29485,"I have done this—I have begun,",4,5 stars,0.61814886
29486,and—and—oh!,4,5 stars,0.5202124
29487,"_can_ anyone be unhappy, really?",0,1 star,0.5913391
29488,Oh! what does grief,4,5 stars,0.52921075
29489,"matter—what does misfortune matter, if one knows how to be happy?",2,3 stars,0.2937849
29490,Do,2,3 stars,0.24496353
29491,"you know, I cannot understand how anyone can pass by a green tree, and",0,1 star,0.30375654
29492,not feel happy only to look at it!,1,2 stars,0.46055317
29493,How anyone can talk to a man and not,4,5 stars,0.6428993
29494,feel happy in loving him!,4,5 stars,0.74285984
29495,"Oh, it is my own fault that I cannot express",0,1 star,0.44888225
29496,myself well enough!,4,5 stars,0.60307914
29497,But there are lovely things at every step I,3,4 stars,0.46237075
29498,take—things which even the most miserable man must recognize as,4,5 stars,0.4815879
29499,beautiful.,4,5 stars,0.7605538
29500,Look at a little child—look at God’s day dawn—look at the,4,5 stars,0.29420355
29501,"grass growing—look at the eyes that love you, as they gaze back into",4,5 stars,0.4952276
29502,your eyes!,4,5 stars,0.5582035
29503,”,4,5 stars,0.30857787
29504,"He had risen, and was speaking standing up.",1,2 stars,0.34908736
29505,The old gentleman was,4,5 stars,0.294586
29506,looking at him now in unconcealed alarm.,0,1 star,0.27133986
29507,Lizabetha Prokofievna wrung,0,1 star,0.26737627
29508,her hands.,4,5 stars,0.35609522
29509,"“Oh, my God!” she cried.",4,5 stars,0.61599815
29510,She had guessed the state of the,2,3 stars,0.34618884
29511,case before anyone else.,0,1 star,0.29173133
29512,"Aglaya rushed quickly up to him, and was just in time to receive him in",1,2 stars,0.28710464
29513,"her arms, and to hear with dread and horror that awful, wild cry as he",4,5 stars,0.5590018
29514,fell writhing to the ground.,0,1 star,0.6470259
29515,"There he lay on the carpet, and someone quickly placed a cushion under",0,1 star,0.3905097
29516,his head.,3,4 stars,0.24572398
29517,No one had expected this.,1,2 stars,0.3543528
29518,In a quarter of an hour or so Prince N. and Evgenie Pavlovitch and the,0,1 star,0.30557704
29519,old dignitary were hard at work endeavouring to restore the harmony of,2,3 stars,0.25005016
29520,"the evening, but it was of no avail, and very soon after the guests",2,3 stars,0.43198916
29521,separated and went their ways.,1,2 stars,0.23518223
29522,A great deal of sympathy was expressed; a considerable amount of advice,4,5 stars,0.48694894
29523,was volunteered; Ivan Petrovitch expressed his opinion that the young,2,3 stars,0.28345385
29524,"man was “a Slavophile, or something of that sort”; but that it was not",0,1 star,0.35848382
29525,a dangerous development.,0,1 star,0.63560057
29526,The old dignitary said nothing.,0,1 star,0.5792878
29527,"True enough, most of the guests, next day and the day after, were not",2,3 stars,0.3197196
29528,in very good humour.,4,5 stars,0.5106646
29529,"Ivan Petrovitch was a little offended, but not",2,3 stars,0.5898072
29530,seriously so.,1,2 stars,0.44238257
29531,General Epanchin’s chief was rather cool towards him for,2,3 stars,0.48526224
29532,some while after the occurrence.,2,3 stars,0.47715718
29533,"The old dignitary, as patron of the",4,5 stars,0.4929201
29534,"family, took the opportunity of murmuring some kind of admonition to",3,4 stars,0.45446387
29535,"the general, and added, in flattering terms, that he was most",2,3 stars,0.3136774
29536,interested in Aglaya’s future.,3,4 stars,0.5006603
29537,He was a man who really did possess a,4,5 stars,0.40694323
29538,"kind heart, although his interest in the prince, in the earlier part of",3,4 stars,0.42271203
29539,"the evening, was due, among other reasons, to the latter’s connection",2,3 stars,0.33938712
29540,"with Nastasia Philipovna, according to popular report.",3,4 stars,0.33589765
29541,He had heard a,1,2 stars,0.30067718
29542,"good deal of this story here and there, and was greatly interested in",4,5 stars,0.525818
29543,"it, so much so that he longed to ask further questions about it.",2,3 stars,0.29294
29544,"Princess Bielokonski, as she drove away on this eventful evening, took",4,5 stars,0.47346634
29545,occasion to say to Lizabetha Prokofievna:,4,5 stars,0.3388051
29546,"“Well—he’s a good match—and a bad one; and if you want my opinion, more",2,3 stars,0.44467765
29547,bad than good.,0,1 star,0.642073
29548,You can see for yourself the man is an invalid.,4,5 stars,0.38029915
29549,”,4,5 stars,0.30857787
29550,Lizabetha therefore decided that the prince was impossible as a husband,0,1 star,0.4447824
29551,for Aglaya; and during the ensuing night she made a vow that never,0,1 star,0.2995406
29552,while she lived should he marry Aglaya.,1,2 stars,0.3231185
29553,With this resolve firmly,4,5 stars,0.54626656
29554,"impressed upon her mind, she awoke next day; but during the morning,",2,3 stars,0.38194743
29555,"after her early lunch, she fell into a condition of remarkable",3,4 stars,0.30034113
29556,inconsistency.,0,1 star,0.6842509
29557,"In reply to a very guarded question of her sisters’, Aglaya had",3,4 stars,0.21497174
29558,"answered coldly, but exceedingly haughtily:",1,2 stars,0.34901866
29559,"“I have never given him my word at all, nor have I ever counted him as",0,1 star,0.6136849
29560,my future husband—never in my life.,4,5 stars,0.52166164
29561,He is just as little to me as all,1,2 stars,0.38127914
29562,the rest.,2,3 stars,0.3006749
29563,”,4,5 stars,0.30857787
29564,Lizabetha Prokofievna suddenly flared up.,1,2 stars,0.43548325
29565,"“I did not expect that of you, Aglaya,” she said.",4,5 stars,0.25167695
29566,“He is an impossible,0,1 star,0.6071024
29567,"husband for you,—I know it; and thank God that we agree upon that",4,5 stars,0.7128017
29568,point; but I did not expect to hear such words from you.,2,3 stars,0.49738333
29569,I thought I,1,2 stars,0.36251545
29570,should hear a very different tone from you.,1,2 stars,0.37333855
29571,I would have turned out,1,2 stars,0.36720622
29572,"everyone who was in the room last night and kept him,—that’s the sort",4,5 stars,0.51895195
29573,"of man he is, in my opinion!",4,5 stars,0.44150236
29574,”,4,5 stars,0.30857787
29575,"Here she suddenly paused, afraid of what she had just said.",1,2 stars,0.45168024
29576,But she,2,3 stars,0.44762287
29577,little knew how unfair she was to her daughter at that moment.,1,2 stars,0.3000351
29578,It was,2,3 stars,0.25540027
29579,all settled in Aglaya’s mind.,4,5 stars,0.31055525
29580,She was only waiting for the hour that,2,3 stars,0.29915893
29581,"would bring the matter to a final climax; and every hint, every",4,5 stars,0.36531913
29582,"careless probing of her wound, did but further lacerate her heart.",1,2 stars,0.4048488
29583,VIII.,3,4 stars,0.28450882
29584,This same morning dawned for the prince pregnant with no less painful,4,5 stars,0.38516974
29585,"presentiments,—which fact his physical state was, of course, quite",2,3 stars,0.41991407
29586,"enough to account for; but he was so indefinably melancholy,—his",2,3 stars,0.42189455
29587,"sadness could not attach itself to anything in particular, and this",0,1 star,0.6794644
29588,tormented him more than anything else.,4,5 stars,0.5009974
29589,Of course certain facts stood,2,3 stars,0.36271146
29590,"before him, clear and painful, but his sadness went beyond all that he",1,2 stars,0.3848981
29591,could remember or imagine; he realized that he was powerless to console,1,2 stars,0.296452
29592,himself unaided.,0,1 star,0.5961628
29593,Little by little he began to develop the expectation,2,3 stars,0.43289414
29594,"that this day something important, something decisive, was to happen to",4,5 stars,0.50217724
29595,him.,4,5 stars,0.38237017
29596,His attack of yesterday had been a slight one.,2,3 stars,0.4116229
29597,Excepting some little,2,3 stars,0.5134745
29598,"heaviness in the head and pain in the limbs, he did not feel any",1,2 stars,0.46843994
29599,particular effects.,2,3 stars,0.34887302
29600,"His brain worked all right, though his soul was",2,3 stars,0.34629327
29601,heavy within him.,1,2 stars,0.37990242
29602,"He rose late, and immediately upon waking remembered all about the",0,1 star,0.28416154
29603,"previous evening; he also remembered, though not quite so clearly, how,",2,3 stars,0.40908596
29604,"half an hour after his fit, he had been carried home.",0,1 star,0.5598911
29605,He soon heard that a messenger from the Epanchins’ had already been to,2,3 stars,0.27779537
29606,inquire after him.,3,4 stars,0.24508734
29607,At half-past eleven another arrived; and this,0,1 star,0.5705528
29608,pleased him.,3,4 stars,0.4476699
29609,Vera Lebedeff was one of the first to come to see him and offer her,3,4 stars,0.38047376
29610,services.,3,4 stars,0.35838422
29611,No sooner did she catch sight of him than she burst into,1,2 stars,0.32613194
29612,tears; but when he tried to soothe her she began to laugh.,1,2 stars,0.39309645
29613,He was quite,2,3 stars,0.39320463
29614,struck by the girl’s deep sympathy for him; he seized her hand and,1,2 stars,0.2453262
29615,kissed it.,4,5 stars,0.3910423
29616,Vera flushed crimson.,0,1 star,0.4071221
